dialect,sarcasm,sentiment,original_sentiment,tweet,source
0,1,0,0,مسخرة كوميدية من يوسف الحسينى على القبض على احمد عارف وحسن البرنس#حتى وانت بتستخبو بردو اغبية,astd
4,0,1,1,انشلوتي: أظن أن راموس سوف يعتزل في ريال مدريد. من الصعوبة بمكان أن تراه بقميص آخر غير قميص الريال.,semeval
1,0,2,2,@malak_alhusaini الله يسعدك ويوفقك ويحقق مرادك ابغا ايفون الله يخليك,semeval
4,0,1,1,RT @JamilaSalim_: فأنت لست #بوكيمون لتتحول.  🌚💌 https://t.co/JXbuGo8rIi,semeval
4,0,0,0,ماذا بعد انا شاهد الجميع الإخوان وهم يحاولون حرق #مصر و مذابح ضد المدنين العزل والجنود والضباط هل هناك من لازال يتحدث عن مبادارات و صلح؟!,astd
4,0,0,0,كل الدساتير الماضية سقطت لانها لم تكن وفق ارادة مجتمعية #السادة_المحترمون,astd
4,0,2,1,مأدبة غداء تكريمية في #بيت_الوسط!- https://t.co/GQ7VwtDx7M https://t.co/PpQ00tlpg5,semeval
4,0,2,2,تطمن آنت المقصود بكلامي ، آنت الوحيد اللي قلبي يحبه..💕💙,semeval
4,0,0,0,اعتقالات وملاحقات من قبل #حماس في دير البلح تم على اثرها الليلة اعتقال شقيق الشيخ أبي البراء صباح تقبله الله بعد اعتقال شقيقه الثاني سابقا.,semeval
4,0,1,1,هنا سيسكن #باراك_أوباما بعد مغادرته #البيت_الأبيض!  https://t.co/uqwsXZB8e0 https://t.co/99pvdvhDjW,semeval
0,1,1,1,RT @_beshoy_rafaat: كل واحد بيشوف رمضان بطرقتةناس تشوفة 30 يوموناس تشوفة 30 جزءوناس تشوفة 30 حلقة 😂😂,semeval
4,1,0,0,@ashraaf_alsaad جريمه عظمى نفذها حلف الناتو بخيانه الليبيين,semeval
4,0,2,2,"الأصيل يبقى أصيل ما يتغير 👌🏼 تعلموا التواضع من #كلودا_الشمالي ""#فارس_كرم #مروان_خوري #وائل_كفوري #نجوى_كرم… https://t.co/2GFD4rpr9u",semeval
2,0,2,2,جنرال الجمهورية باحلى خطاب بأغلى عيد بعيد استقلال وطني لبنان شكرا ميشال عون لكلماتك المحبة والوطنية التي انتظرتها 26 سنة  بنت لبنان العظيم,semeval
0,0,1,0,#ﺗﺘﺸـﻞ ﺁﻵﯾـﺂﺩﻯ ﺁﻟﻠﻰ ﻗﺘﻠﺖ #ﺟﻨﻮﺩ ﺑـﻶﺩﻯ #مصر #الارهاب,astd
4,0,1,0,السلطات لبنانية تشرع ببناء جدار فصل عنصري حول مخيم عين الحلوة للاجئين الفلسطينين في لبنان #لبنان#مخيم_عين_الحلوة… https://t.co/CybfHo7YEj,semeval
4,1,0,0,على نفس الأساس دولة البطش وحقارة المواطن دولة اللعنة على الحقوق,astd
4,0,1,1,"RT @vabdola: وائل الفخراني: لماذا تركت ""جوجل"" لأنضم إلى ""كريم""؟ | مقال مُترجمhttps://t.co/AAAW0CYEmv",semeval
4,0,0,1,كانت مدرستي مختلطة لمن الثانوية ☺  #ماذا_لو_المدارس_مختلطه,semeval
4,0,0,0,RT @al_finesse: بدأ الاٍرهاب من عام1952عندما اخترع النظام العسكري المصري المجموعات التكفيرية لترهيب الشعب فانبثقت القاعدة واخواتها #مصر_تصو…,semeval
0,0,2,2,مستمتع بإدارة حوار الشباب المصري مع مجموعة 'الحكماء' في دار الأوبرا #,astd
4,0,2,2,اقبال المصريين على التصويت فى الانتخابات ضمانة لبرلمان يعبر عن الشعب ، وانتخاب ممثلين لشباب الثورة ضمانة لبرلمان يستكمل مهام ثورتنا,astd
4,0,0,0,#بالتأكيد  #الشيعه_في_خطر بسبب اتباعهم #ملالي_إيران_إجرام_باسم_الإسلام #عاشوراء  #ياحسين  #يازهراء  #اليمن_الآن… https://t.co/sNlMYBt1b6,semeval
4,0,1,1,مطر قاسٍ سوف يهطل .. أغنية بوب ديلان الذي خطفته الغابة السوداء ⁧#مجلة_الفلق⁩  https://t.co/MR8kXSSaBd,semeval
4,1,0,2,RT @hastara_day: #عاشوراءيوم للتفكر .. يوم للتأمليوم للخروج من حالة الإحباط التي نعيشهامن نصر موسى ورفع راية الاسلام وهزم كيان الكفر وال…,semeval
4,0,1,1,@abuali_1968 أهل ريال مدريد ركزوا بأندية العالم Good luck,semeval
0,0,2,1,هذه هى المناظره تماما كما أتصورها بين #حمدين و #المشير #السيسى ! #الكبير_كبير_متعملش_مناظرات_يا_مشير #سأنتخب_السيسي …,astd
4,0,1,1,@Gio_Q8 @Virdelet @Hamad_5_5 @Mr_Som3a4 #بوكيمون-صمون لول,semeval
4,0,1,1,موقع لاستخراج روابط الـ APK من متجر سوق #جوجل https://t.co/s7BDUAkHcG https://t.co/DcCrxG1mjG,semeval
4,0,1,1,I liked a @YouTube video from @sgtdhmas https://t.co/hLnNiDIKj7 شرح تثبيت نظام ويندوز 10 (الفورمات) +,semeval
4,0,1,1,نجتهد في توفير الحجوزات #الخطوط_السعوديه https://t.co/gjmgrYJH4d mrd#ماذا_لو_المدارس_مختلطه,semeval
4,0,1,1,بوتين: روسيا سترد على توسيع حلف شمال الأطلسيhttps://t.co/331V3eXtJk#بوتين #الناتو#روسيا https://t.co/4MLIErLOMN,semeval
4,0,1,1,جوائز نوبل تسلّم بحفل لا يحضره بوب ديلان  https://t.co/rGLGZH53jh via @RTarabic,semeval
4,0,1,0,"أوباما وميركل ينددان بـ""الغارات الوحشية"" على حلب: دان الرئيس الأميركي باراك أوباما والمستشارة الألمانية أنجيل... https://t.co/NhvRi4qYna",semeval
0,0,1,1,ارمــــــلة سورية مقيـــــمه للـــــــــــــــــــــزواااج  https://t.co/pPYBxKSZQc,semeval
4,0,1,0,#بريطانيا خشيت #الكرملين ووقفت ضد #الناتوhttps://t.co/7FRHJce3lt#سبوتنيك https://t.co/zfX9JTzrCM,semeval
4,0,1,1,@Roation غوتشي .. صباح النور,semeval
4,0,0,0,عودة لسجون مبارك,astd
4,1,0,0,و لو ان الإرهابي صفوت حجازي او غيره قاوم بالسلاح فليقتل اير مأسوف عليه،فهذا هو القانون الذي نجاهد لتطبيقه على الجميع,astd
4,0,0,0,أما المتأسلمين الجهال #أدعياء_السلفية #الجامية لا أخلاق ولا مبادئ يتشمتون ويضحكون على جثث #مجزرة_رابعة_العدوية …,astd
4,1,0,0,الشرطة تاريخها كله أكاذيب لكن الاخوان لم يصدقوا في حياتهم واكاذيبهم اكثر من الشرطة ولديهم ماكينة تبرير تنكر الشمس الساطعة لابد من تحقيق,astd
4,0,1,1,انتشر مقطع بأسم #قسيس يرفع الآذان في #كنيسه ب #القدس تحدياً لمنع #الاحتلال للأذان وهذا المقطع غير صحيح ومن رفع الأذ… https://t.co/S2S2t9qMTq,semeval
0,0,0,0,"ثم يصل الاستعلاء إلى مداه بإنهاء الحوار و""الكلام معكم ما فيش منه فايدة"" هكذا ينظر أحد أطراف حرس الاخوان الحديدي للديمقراطية وللحوار",astd
4,0,1,1,#فن #منوعات #تسلية شقيقة بيونسيه تنافسها وكريغ لن يترك جيمس بوند: يبدو أن دانيا... https://t.co/DDcChF2Xhh #الكويت #كويتيات,semeval
0,0,1,2,"@i_7md تذكرني بأغنية نوال الزغبي ""عينيك كدابين""",semeval
0,0,0,0,حقارة صحيفة الفجر او الفجور علاء صادق يشترى منزلا فى الوكرة ويتخذ قطر وطنا عندما تكذب كما تتنفس,astd
4,0,1,1,#مصر | #التحرير | صور.. ريكي مارتن يخطب رسام سوري https://t.co/uKVOBNP8OE #جبهة_شعب_مصر,semeval
4,0,1,0,#محكمة #الاحتلال #تحكم على #الأسيرة #ميسون #موسى بالسجن لمدة 15 عاماًرام الله – نادي الأسير: أفاد محامي نادي... https://t.co/zgUCmfDPOA,semeval
4,0,1,1,"ما تخلّي هدايا العيد تكون ""كسرا""https://t.co/fctHKHX5fB #Christmas https://t.co/NDMTXbCuJx",semeval
4,0,1,0,"ياسر أبو عمّار في #سياسة_في_دين : غيّرت موقفي من حزب #النور بسبب مواقفه المخزية مع الرّئيس #محمد_مرسي ووقوفه مع """,astd
2,0,1,2,Listen to بالعكس بالعكس بالعكس - رامى عياش ..عبير نعمه by Nem0o0o #np on #SoundCloudhttps://t.co/aojftHUgsB,semeval
4,0,1,0,جيش الاحتلال يعزل ضابطاً صهيونياً هرب من مواجهة شهيد فلسطينيhttps://t.co/d0SPDih7cf#فلسطين #الاحتلال https://t.co/dWQz1Lo9G3,semeval
4,0,1,1,#المحويت اجتماع موسع لقبائل الشجاف لإعلان النفير العام  #التعبئة_مستمرة 21-11-2016#اليمن  https://t.co/MDXHXqq9zp,semeval
4,0,1,2,#Google #Apple #Samsung “#غوغل” تتحدّى “#أبل” و “#سامسونغ” https://t.co/PXG2cLaJId,semeval
4,0,0,1,#اعرفوهم_انقلاب_مصر_يسقط_حكم_العسكر #الداخلية_بلطجية #شهداءالحرية # الشهيد محمد فتحي 20 عاماً #بني_سويف,astd
4,0,0,0,مؤلم أن ترى العدو يفتك في #اليمن و #سوريا و #العراق ثم يستحي أئمتنا من قنوت النوازل أو المطالبة به !الدعاء أساس العدّة .,semeval
4,1,0,0,ثأر #سيد_بلال وغيره سيلاحققك أيها الأفاق #برهامى #شيوخ_السلاطين #تجار_دين,astd
0,0,1,0,_ مبارك سحبه مرتين بالفعل راجع معلوماتك,astd
4,0,0,0,نازحي #الموصل .. منظر يذكرني بنزوح عام ٤٨ ب #فلسطین ولا حول ولا قوة إلا بالله..حسبنا الله ونعم الوكيلhttps://t.co/WxeC5BXzay,semeval
0,0,2,2,وحيات عينيك ،،،، اخذ صوت اخذ وجه حسن وطرب اصييل #مصر #الجيزة #القاهرة #شادية #الاهرامات #اسيوط…,astd
4,0,1,2,@Flukii2 ميريام فارس,semeval
0,0,2,0,هو ممكن ت #نزل_صلاح :( #ليلة_الابطال,astd
0,1,0,0,اشتموا و قلوا أدبكم كمان وكمان خلينا نتعرف على اخلاق الاخوان #الاخوان_جماعة_ارهابية #الاخوان_قتلوا_مارى_ومياده #الاخوان,astd
4,0,1,1,اعلان 🎊توصيل مشاوير🚗توصيل طلبات من المطاعم وجميع المحلات🌭تسعدنا خدمتكم ،، في عنيزة😊0531031399☎️#عنيزة#مشاوير#نقل#كريم#اوبر#توصيل,semeval
2,1,0,0,@sirte3030 والله يامرتدين ليبيالستم اقوى من مرتدين الصحوات بالعراق وسورياجايكم الدور بأذن الله ياكلاب حلف الناتويامرتزقه الطواغيت,semeval
0,0,1,2,@noonnetta @2213Ali @kayza111 فيدرر كان!!لسه هو الافضل في التاريخ والارقام تثبت من ناحيه بطولات القراند سلام والماسترز والخ,semeval
4,0,1,2,📚 أبل تخبرك هل يستحق هاتفك الـ “آيفون 6 إس” خدمة استبدال البطارية “مجانًا” أم لا 📚: #الولايات_المتحدة ➰… https://t.co/DKWq3ngXS9,semeval
4,0,1,2,قام الفنان المصري #عزت_ابو_عوف بتغريده عبر #تويتر يروق لي صوت #اليسا  @elissakh https://t.co/V0zTyuCr3U,semeval
4,0,1,2,#مصر و #الولايات_المتحدة توقعان بـ #واشنطن على مذكرة تفاهم للحفاظ على التراث الثقافي والاثري في #مصر وإعادة القطع ا… https://t.co/v1MwgmlXVG,semeval
4,0,0,0,الثورة السورية كشفت المستور وفضحت المجتمع الدولي المتآمرة على الحرية والكرامة  وقاتل للشعوب,semeval
4,0,2,2,RT @sabqorg: بلومبيرج الأمريكية: السعودية تملك احتياطات نفطية تكفيها 70 عاماً Via @sabqorg https://t.co/LuarnucA5w,semeval
4,0,0,0,الهجوم المتوقع على كرداسة متى يتوقفون عن قتل الاحرار؟ الانقلاب يمارس ويزرع الارهاب,astd
0,1,0,0,الى مينا وجورج وانطون غيروا اسماءكم على بروفيلكم قبل ما تشتمونى عشان المسألة متبقاش دين وعنصرية وفتنة قلة ادب وغباء كمان,astd
4,0,2,2,نشكر ثقتكم وهدفنا دوما ارضائكم 🌹#وسيط_امازون https://t.co/JSWhUUrWvH,semeval
